qid,difficulty,problem,answer_option_list,answer_value,tag
895,0,96 has~\uline{~~~~~~~~~~}~factors. ,"[[{'aoVal': 'A', 'content': '$$10$$ '}], [{'aoVal': 'B', 'content': '$$12$$ '}], [{'aoVal': 'C', 'content': '$$14$$ '}], [{'aoVal': 'D', 'content': '$$16$$ '}]]",B,Factors and Multiples
897,1,A large cuboid box measures~$$28 cm \times 16 cm \times 8 cm$$. How many cubes with an~edge length of $$4 cm$$ can fit in this large box? ,"[[{'aoVal': 'A', 'content': '$$76$$ '}], [{'aoVal': 'B', 'content': '$$56$$ '}], [{'aoVal': 'C', 'content': '$$48$$ '}], [{'aoVal': 'D', 'content': '$$192$$ '}], [{'aoVal': 'E', 'content': '$$58$$ '}]]",B,Number Theory Modules
899,0,? ,"[[{'aoVal': 'A', 'content': 'A '}], [{'aoVal': 'B', 'content': 'B '}], [{'aoVal': 'C', 'content': 'C '}], [{'aoVal': 'D', 'content': 'D '}]]",B,Number Theory Modules
902,1,"In $$432768$$, the digit $$3$$ is in the~\uline{~~~~~~~~~~}~place. ","[[{'aoVal': 'A', 'content': 'hundreds '}], [{'aoVal': 'B', 'content': 'thousands '}], [{'aoVal': 'C', 'content': 'ten thousands '}], [{'aoVal': 'D', 'content': 'hundred thousands '}]]",C,Numbers
903,1,"There are four different natural numbers, the sum of any two of them is a multiple of $$2$$, and the product of any three numbers is a multiple of $$3$$. In order to make the sum of these four numbers as small as possible, these four numbers are ． ","[[{'aoVal': 'A', 'content': '$$1$$，$$3$$，$$5$$，$$9$$ '}], [{'aoVal': 'B', 'content': '$$3$$，$$9$$，$$15$$，$$21$$ '}], [{'aoVal': 'C', 'content': '$$1$$，$$3$$，$$7$$，$$9$$ '}], [{'aoVal': 'D', 'content': '$$3$$，$$6$$，$$9$$，$$12$$ '}]]",A,Factors and Multiples
907,1,Which one of the following statements is true? ,"[[{'aoVal': 'A', 'content': 'If you add two odd numbers you always get an odd number. '}], [{'aoVal': 'B', 'content': 'If you multiply two odd numbers you always get an even number. '}], [{'aoVal': 'C', 'content': 'If you add an odd and an even number you always get an even number. '}], [{'aoVal': 'D', 'content': 'If you multiply an odd and an even number you always get an even number. '}], [{'aoVal': 'E', 'content': 'If you multiply two even numbers you always get an odd number. '}]]",D,Odd and Even Numbers
916,1,What is the missing number in this sequence?  ~ $$1$$，$$3$$，$$5$$，$$7$$，$$9$$，$$11$$，$$?$$，$$15$$，$$17$$，$$19$$ ,"[[{'aoVal': 'A', 'content': '$$8$$ '}], [{'aoVal': 'B', 'content': '$$9$$ '}], [{'aoVal': 'C', 'content': '$$13$$ '}], [{'aoVal': 'D', 'content': '$$11$$ '}], [{'aoVal': 'E', 'content': '$$10$$ '}]]",C,Number Theory Modules
919,1,"Ming, Liang and Gang went fishing. They counted the number of fish they caught and found that Ming caught $4$ times as many fish as Liang caught, Liang caught $5$ fewer fish than Xiao Gang caught, Gang caught $7$ fewer fish than Ming caught. How many fish did Ming catch？ ","[[{'aoVal': 'A', 'content': '$$64$$ '}], [{'aoVal': 'B', 'content': '$$32$$ '}], [{'aoVal': 'C', 'content': '$$16$$ '}], [{'aoVal': 'D', 'content': '$$10$$ '}], [{'aoVal': 'E', 'content': '$$34$$ '}]]",C,Number Theory Modules
924,1,There is a $$4$$-digit number.  The first digit and the last digit of the number are even.  The difference between the first digit and the last digit of the number is $$2$$.  The digit in the hundreds place is the sum of the digit in the thousands place and tens place.  What is the number? ,"[[{'aoVal': 'A', 'content': '$$4532$$ '}], [{'aoVal': 'B', 'content': '$$4732$$ '}], [{'aoVal': 'C', 'content': '$$6734$$ '}], [{'aoVal': 'D', 'content': '$$6932$$ '}]]",B,Number Theory Modules
927,1,"In the number $$67 543$$, the digit~\uline{~~~~~~~~~~}~is in the ten thousands place. ","[[{'aoVal': 'A', 'content': '$$7$$ '}], [{'aoVal': 'B', 'content': '$$6$$ '}], [{'aoVal': 'C', 'content': '$$5$$ '}], [{'aoVal': 'D', 'content': '$$4$$ '}]]",B,Numbers
928,1,The radius of a circle is $$\frac{1}{2}$$~the length of the side of the square. How many times the perimeter of a square is the diameter of a circle? ,"[[{'aoVal': 'A', 'content': '$$\\frac{1}{4}$$ '}], [{'aoVal': 'B', 'content': '$$\\frac{1}{2}$$ '}], [{'aoVal': 'C', 'content': '$$2$$ '}], [{'aoVal': 'D', 'content': '$$4$$ '}], [{'aoVal': 'E', 'content': '$$8$$ '}]]",A,Number Theory Modules
931,1,The store sold $25$ red balloons and blue balloons. The number of red balloons sold is four times that of blue balloons. How many red balloons and blue balloons are sold respectively? ,"[[{'aoVal': 'A', 'content': '$$5$$ and $$20$$ '}], [{'aoVal': 'B', 'content': '$$18$$ and $$7$$ '}], [{'aoVal': 'C', 'content': '$$15$$ and $$10$$ '}], [{'aoVal': 'D', 'content': '$$20$$ and $$5$$ '}], [{'aoVal': 'E', 'content': '$$21$$ and $$4$$ '}]]",D,Number Theory Modules
932,1,"In the number $$3602$$, the digit \textquotesingle$$6$$\textquotesingle{} is in the． ","[[{'aoVal': 'A', 'content': 'tens place. '}], [{'aoVal': 'B', 'content': 'hundreds place. '}], [{'aoVal': 'C', 'content': 'thousands place. '}], [{'aoVal': 'D', 'content': 'ones place. '}]]",B,Place Value and Number Bases
938,1,How many prime numbers are between $$10$$ and $$20$$. ,"[[{'aoVal': 'A', 'content': '$$2$$ '}], [{'aoVal': 'B', 'content': '$$3$$ '}], [{'aoVal': 'C', 'content': '$$4$$ '}], [{'aoVal': 'D', 'content': '$$5$$ '}]]",C,Determining Prime and Composite Numbers
941,1,I am thinking of a number. The number is smaller than $$40$$. It can be found in both the multiplication tables of $$6$$ and $$8$$. What number am I thinking of? ,"[[{'aoVal': 'A', 'content': '$$12$$ '}], [{'aoVal': 'B', 'content': '$$16$$ '}], [{'aoVal': 'C', 'content': '$$24$$ '}], [{'aoVal': 'D', 'content': '$$28$$ '}]]",C,Common Factors and Common Multiples
942,1,George buys boxes of mangoes for $$$16$$ each and sells them for $$$23$$ per box. How many boxes of mangoes would he have to sell to make $$$56$$? ,"[[{'aoVal': 'A', 'content': '$$9$$ '}], [{'aoVal': 'B', 'content': '$$8$$ '}], [{'aoVal': 'C', 'content': '$$5$$ '}], [{'aoVal': 'D', 'content': '$$10$$ '}], [{'aoVal': 'E', 'content': '$$7$$ '}]]",B,Number Theory Modules
945,1,Which of the following statements is correct? ,"[[{'aoVal': 'A', 'content': '$$4$$ is a factor of $$38$$. '}], [{'aoVal': 'B', 'content': '$$6$$ is a factor of $$72$$. '}], [{'aoVal': 'C', 'content': '$$8$$ is a common factor of $$72$$ and $$84$$. '}], [{'aoVal': 'D', 'content': '$$9$$ is a common factor of $$38$$ and $$72$$. '}]]",B,Common Factors and Common Multiples
947,1,$14532$ can be written as $10000 + 4000 + 500 + 30 + 2$  What is the value of the 6 in the number $3796423$? ,"[[{'aoVal': 'A', 'content': '$$600$$ '}], [{'aoVal': 'B', 'content': '$$6000$$ '}], [{'aoVal': 'C', 'content': '$$60000$$ '}], [{'aoVal': 'D', 'content': '$$60$$ '}], [{'aoVal': 'E', 'content': '$$600000$$ '}]]",B,Expression of Place Value Principle
951,1,"John, George and Oscar ran around the circular track in the same direction at the same time. John took $$6$$ seconds, George took $$20$$ seconds, and Oscar took $$30$$ seconds. If they continue to chase each other, when will they meet again at the starting point? ","[[{'aoVal': 'A', 'content': '$$6$$ hours '}], [{'aoVal': 'B', 'content': '$$1$$ day '}], [{'aoVal': 'C', 'content': '$$4$$ minutes '}], [{'aoVal': 'D', 'content': '$$124$$ minutes '}], [{'aoVal': 'E', 'content': '$$9$$ hours '}]]",C,Number Theory Modules
952,1,Which one of these numbers has exactly two different prime factors?  $$78\textasciitilde\textasciitilde\textasciitilde105\textasciitilde\textasciitilde\textasciitilde121\textasciitilde\textasciitilde\textasciitilde97\textasciitilde\textasciitilde\textasciitilde183$$ ,"[[{'aoVal': 'A', 'content': '$$78$$ '}], [{'aoVal': 'B', 'content': '$$105$$ '}], [{'aoVal': 'C', 'content': '$$121$$ '}], [{'aoVal': 'D', 'content': '$$97$$ '}], [{'aoVal': 'E', 'content': '$$183$$ '}]]",E,Knowing Prime and Composite Numbers
953,2,Let N be the greatest five-digit number whose digits have a product of 120. What is the sum of the digits of N? ,"[[{'aoVal': 'A', 'content': '$$15$$ '}], [{'aoVal': 'B', 'content': '$$16$$ '}], [{'aoVal': 'C', 'content': '$$17$$ '}], [{'aoVal': 'D', 'content': '$$18$$ '}], [{'aoVal': 'E', 'content': '$$20$$ '}]]",D,Factors and Multiples
954,1,Ellie travels 65km each month starting from March. Ryan travels 80km each month starting in June.  In which month will Ellie and Ryan have an equal total distance travelled? ,"[[{'aoVal': 'A', 'content': 'July '}], [{'aoVal': 'B', 'content': 'August '}], [{'aoVal': 'C', 'content': 'September '}], [{'aoVal': 'D', 'content': 'October '}], [{'aoVal': 'E', 'content': 'November '}]]",A,Number Theory Modules
955,1,Cut four identical squares~at~the corner out~of a $$15 cm \times 6 cm$$ rectangle. The perimeter of the 4 squares is 4 cm each. What is the perimeter of the rest~of~the shape? ,"[[{'aoVal': 'A', 'content': '$$40cm$$ '}], [{'aoVal': 'B', 'content': '$$42cm$$ '}], [{'aoVal': 'C', 'content': '$$90cm$$ '}], [{'aoVal': 'D', 'content': '$$58cm$$ '}], [{'aoVal': 'E', 'content': '$$50cm$$ '}]]",B,Number Theory Modules
958,1,Choose the number that can be divided exactly by both $$2$$ and $$5$$.　 ,"[[{'aoVal': 'A', 'content': '$$44$$ '}], [{'aoVal': 'B', 'content': '$$15$$ '}], [{'aoVal': 'C', 'content': '$$52$$ '}], [{'aoVal': 'D', 'content': '$$90$$ '}], [{'aoVal': 'E', 'content': '$$25$$ '}]]",D,Multiples Word Problems
959,1,"$GCF(16,21)=$ ","[[{'aoVal': 'A', 'content': '$$16$$ '}], [{'aoVal': 'B', 'content': '$$21$$ '}], [{'aoVal': 'C', 'content': 'none '}], [{'aoVal': 'D', 'content': '$$1$$ '}]]",D,The Greatest Common Factor of Two Numbers
965,2,With how many zeros does the product of the first $$10$$ consecutive prime numbers end? ,"[[{'aoVal': 'A', 'content': '$$0$$ '}], [{'aoVal': 'B', 'content': '$$1$$ '}], [{'aoVal': 'C', 'content': '$$2$$ '}], [{'aoVal': 'D', 'content': '$$3$$ '}], [{'aoVal': 'E', 'content': '$$4$$ '}]]",B,The Number of Zeros at the end of a Product
969,1,Choose the number that can be divided exactly by both $$2$$ and $$5$$.　 ,"[[{'aoVal': 'A', 'content': '$$44$$ '}], [{'aoVal': 'B', 'content': '$$15$$ '}], [{'aoVal': 'C', 'content': '$$52$$ '}], [{'aoVal': 'D', 'content': '$$90$$ '}], [{'aoVal': 'E', 'content': '$$25$$ '}]]",D,Multiples Word Problems
972,2,Let $N$ be the greatest five-digit number whose digits have a product of $120$. What is the sum of the digits of $N$? ,"[[{'aoVal': 'A', 'content': '$$15$$ '}], [{'aoVal': 'B', 'content': '$$16$$ '}], [{'aoVal': 'C', 'content': '$$17$$ '}], [{'aoVal': 'D', 'content': '$$18$$ '}], [{'aoVal': 'E', 'content': '$$20$$ '}]]",D,Factors and Multiples
973,1,"I am a $2$ digit number.  When $2$ is subtracted from me and the answer is doubled,  I am the same $2$ digit number with my digits reversed.  What number am I? ","[[{'aoVal': 'A', 'content': '$$33$$ '}], [{'aoVal': 'B', 'content': '$$24$$ '}], [{'aoVal': 'C', 'content': '$$49$$ '}], [{'aoVal': 'D', 'content': '$$34$$ '}], [{'aoVal': 'E', 'content': '$$28$$ '}]]",C,Questions Involving Applying Place Value Principle
978,1,Which one of the following numbers has the digit `$$3$$' in the ten thousands place? ,"[[{'aoVal': 'A', 'content': '$$895321$$ '}], [{'aoVal': 'B', 'content': '$$859231$$ '}], [{'aoVal': 'C', 'content': '$$853921$$ '}], [{'aoVal': 'D', 'content': '$$835921$$ '}]]",D,Numbers
979,1,"A pie is $3$ dollars more expensive than $2$ donuts and a biscuit. A donut, a biscuit and a pie are $22$ dollars in total. A pie is $10$ dollars more expensive than a donut. How much are $2$ donuts, a biscuit and a pie in total? ","[[{'aoVal': 'A', 'content': '$$15$$ dollars '}], [{'aoVal': 'B', 'content': '$$20$$ dollars '}], [{'aoVal': 'C', 'content': '$$22$$ dollars '}], [{'aoVal': 'D', 'content': '$$25$$ dollars '}], [{'aoVal': 'E', 'content': '$$27$$ dollars '}]]",E,Number Theory Modules
982,1,Find the smallest prime number that is greater than $$70$$. ,"[[{'aoVal': 'A', 'content': '$$71$$ '}], [{'aoVal': 'B', 'content': '$$76$$ '}], [{'aoVal': 'C', 'content': '$$73$$ '}], [{'aoVal': 'D', 'content': '$$74$$ '}]]",A,Determining Prime and Composite Numbers
984,0,Calculate quickly:  $92\div4$~=． ,"[[{'aoVal': 'A', 'content': '$100\\div4-8\\div4$ '}], [{'aoVal': 'B', 'content': '$100\\div4+8\\div4$ '}], [{'aoVal': 'C', 'content': '$92\\div4+8\\div4$ '}]]",A,Division without Remainders
985,0,The month of December of a certain calendar year has exactly $$5$$ Saturdays and $$4$$ Sundays. On which day of the week does the first day of December fall? ,"[[{'aoVal': 'A', 'content': 'Monday '}], [{'aoVal': 'B', 'content': 'Tuesday '}], [{'aoVal': 'C', 'content': 'Wednesday '}], [{'aoVal': 'D', 'content': 'Thursday '}], [{'aoVal': 'E', 'content': 'None of the above '}]]",D,Remainder Problems
986,1,Which one of the following is not a common factor of $$24$$ and $$32$$? ,"[[{'aoVal': 'A', 'content': '$$1$$ '}], [{'aoVal': 'B', 'content': '$$2$$ '}], [{'aoVal': 'C', 'content': '$$3$$ '}], [{'aoVal': 'D', 'content': '$$4$$ '}]]",C,Common Factors and Common Multiples
987,2,"How many factors of $2020$ have more than $3$ factors? (As an example, $12$ has $6$ factors, namely $1$,$2$,$3$,$4$,$6$ and $12$) ","[[{'aoVal': 'A', 'content': '$$6$$ '}], [{'aoVal': 'B', 'content': '$$7$$ '}], [{'aoVal': 'C', 'content': '$$8$$ '}], [{'aoVal': 'D', 'content': '$$9$$ '}], [{'aoVal': 'E', 'content': '$$10$$ '}]]",B,Factors and Multiples
988,1,Which of the following statement is correct? ,"[[{'aoVal': 'A', 'content': '$$7$$ is a factor of $$28$$ '}], [{'aoVal': 'B', 'content': '$$12$$ is a multiple of $$8$$ '}], [{'aoVal': 'C', 'content': '$$3$$ is a common factor of $$18$$ and $$32$$ '}], [{'aoVal': 'D', 'content': '$$24$$ is a common multiple of $$6$$ and $$14$$ '}]]",A,Common Factors and Common Multiples
990,1,"There is a row of chairs with $27$ seats, in order to make the person to go to sit at any position are adjacent to the original person. How many people should sit first at least? ","[[{'aoVal': 'A', 'content': '$$6$$ '}], [{'aoVal': 'B', 'content': '$$9$$ '}], [{'aoVal': 'C', 'content': '$$10$$ '}], [{'aoVal': 'D', 'content': '$$12$$ '}], [{'aoVal': 'E', 'content': '$$14$$ '}]]",B,Number Theory Modules
991,1,"Last year, Gina saved $$$4$$ in January, $$$8$$ in February, $$$12$$ in March, $$$16$$ in April, and so on. She saved $$$48$$ in December. How much money did Gina save in total over the last year? ","[[{'aoVal': 'A', 'content': '$$316$$ '}], [{'aoVal': 'B', 'content': '$$315$$ '}], [{'aoVal': 'C', 'content': '$$312$$ '}], [{'aoVal': 'D', 'content': '$$306$$ '}], [{'aoVal': 'E', 'content': '$$314$$ '}]]",C,Number Theory Modules
993,1,How many squares of 4cm side can fit in a square of $$16cm$$ side? ,"[[{'aoVal': 'A', 'content': '$$4$$ '}], [{'aoVal': 'B', 'content': '$$12$$ '}], [{'aoVal': 'C', 'content': '$$16$$ '}], [{'aoVal': 'D', 'content': '$$20$$ '}], [{'aoVal': 'E', 'content': '$$10$$ '}]]",C,Number Theory Modules
994,1,What is the quotient of $$600\div 9$$? ,"[[{'aoVal': 'A', 'content': '$$6$$ '}], [{'aoVal': 'B', 'content': '$$9$$ '}], [{'aoVal': 'C', 'content': '$$66$$ '}], [{'aoVal': 'D', 'content': '$$72$$ '}]]",C,Questions involving Divisions with Remainders
1000,1,The sum of the digits of the $$10$$-digit number is $$9$$. What is the product of the digits of this number? ,"[[{'aoVal': 'A', 'content': '$$0$$ '}], [{'aoVal': 'B', 'content': '$$1$$ '}], [{'aoVal': 'C', 'content': '$$45$$ '}], [{'aoVal': 'D', 'content': '$$9\\times 8\\times 7\\times \\cdots \\times 2\\times 1$$ '}], [{'aoVal': 'E', 'content': '$$10$$ '}]]",A,Questions Involving Applying Place Value Principle
1003,1,I am thinking of a number. The number is smaller than $$40$$. It can be found in both the multiplication tables of $$6$$ and $$8$$. What number am I thinking of? ,"[[{'aoVal': 'A', 'content': '$$12$$ '}], [{'aoVal': 'B', 'content': '$$16$$ '}], [{'aoVal': 'C', 'content': '$$24$$ '}], [{'aoVal': 'D', 'content': '$$28$$ '}]]",C,Common Factors and Common Multiples
1009,1,$$40509$$  What is this number in words? ,"[[{'aoVal': 'A', 'content': 'Four thousand five hundred and nine '}], [{'aoVal': 'B', 'content': 'Four thousand and fifty-nine '}], [{'aoVal': 'C', 'content': 'Fourty thousand fifty hundred and nine '}], [{'aoVal': 'D', 'content': 'Fourty thousand and fifty-nine '}], [{'aoVal': 'E', 'content': 'Fourty thousand five hundred and nine '}]]",E,Understanding Numbers and Digits
1014,1,$11\times12\times13\times15$~= ,"[[{'aoVal': 'A', 'content': 'Odd '}], [{'aoVal': 'B', 'content': 'Even '}]]",B,Odd and Even Numbers
1015,3,"For a positive integer~~the factorial notation $n!$ represents the product of the integers from $n$ to $1$ (For example,~$6!=6\cdot5\cdot4\cdot3\cdot2\cdot1$) What value of $N$ satisfies the following equation? $5!\cdot9!=12\cdot N!$ ","[[{'aoVal': 'A', 'content': '$$10$$ '}], [{'aoVal': 'B', 'content': '$$11$$ '}], [{'aoVal': 'C', 'content': '$$12$$ '}], [{'aoVal': 'D', 'content': '$$13$$ '}], [{'aoVal': 'E', 'content': '$$14$$ '}]]",A,Factors and Multiples
1016,1,"There are three whole number $A$, $B$, $C$. $A\times B=91$, $B\times C=112$, $$B\neq1$$. $A+B+C=$~\uline{~~~~~~~~~~}~. ","[[{'aoVal': 'A', 'content': '$$33$$ '}], [{'aoVal': 'B', 'content': '$$34$$ '}], [{'aoVal': 'C', 'content': '$$35$$ '}], [{'aoVal': 'D', 'content': '$$36$$ '}], [{'aoVal': 'E', 'content': '$$37$$ '}]]",D,Prime Factorization
1019,1,There are only apple trees and pear trees in the orchard. The number of apple trees is three times that of pear trees. Pear trees are 12 less than apple trees. How many fruit trees are there in the orchard？ ,"[[{'aoVal': 'A', 'content': '$$18$$ '}], [{'aoVal': 'B', 'content': '$$20$$ '}], [{'aoVal': 'C', 'content': '$$22$$ '}], [{'aoVal': 'D', 'content': '$$24$$ '}], [{'aoVal': 'E', 'content': '$$26$$ '}]]",D,Number Theory Modules
1024,1,"After adding a two-digit number $$N$$ and a two-digit number that has the same digits as $$N$$ but written in reverse order, we got a square of a natural number as result. How many such numbers $$N$$ are there? ","[[{'aoVal': 'A', 'content': '$$8$$ '}], [{'aoVal': 'B', 'content': '$$6$$ '}], [{'aoVal': 'C', 'content': '$$4$$ '}], [{'aoVal': 'D', 'content': '$$2$$ '}], [{'aoVal': 'E', 'content': 'other answer '}]]",A,Basic Applications of Square Numbers
1026,1,What is the remainder when dividing the sum: $$2001+2002+2003+2004+2005$$ by $$2004$$? ,"[[{'aoVal': 'A', 'content': '$$1$$ '}], [{'aoVal': 'B', 'content': '$$1999$$ '}], [{'aoVal': 'C', 'content': '$$2002$$ '}], [{'aoVal': 'D', 'content': '$$2003$$ '}]]",B,The additive property of the remainder
1032,1,Which of the following prime factorization is correct? ,"[[{'aoVal': 'A', 'content': '$$97=1\\times97$$ '}], [{'aoVal': 'B', 'content': '$$85=5\\times 17$$ '}], [{'aoVal': 'C', 'content': '$$64=8\\times 8$$ '}], [{'aoVal': 'D', 'content': '$$52=1\\times 2\\times 2\\times 13$$ '}]]",B,Prime Factorization
1033,1,"There is a balance and four weights $$1$$g, $$2$$g, $$5$$g and $$10$$g. If Sara wants to weigh an object weighing $$8$$g, how many weights should she use at least? ","[[{'aoVal': 'A', 'content': '$$1$$ '}], [{'aoVal': 'B', 'content': '$$2$$ '}], [{'aoVal': 'C', 'content': '$$3$$ '}], [{'aoVal': 'D', 'content': '$$4$$ '}], [{'aoVal': 'E', 'content': '$$5$$ '}]]",B,Number Theory Modules
